YEAR,DOY,HR,Bt,Bx,By,Bz,SWPD,SWPS,Fp,Kp
2020,271,3,4.3,0.1,2.9,-2.7,1.7,571.,0.99,40
2020,271,4,4.6,-0.4,3.7,-1.5,1.8,563.,1.03,40
2020,271,5,4.2,-0.3,3.0,2.7,1.7,557.,0.95,40
2020,271,6,4.0,-3.3,0.9,-0.1,1.1,506.,0.51,17
2020,271,7,4.2,-3.9,0.6,-1.1,1.1,499.,0.49,17
2020,271,8,4.3,-3.7,1.8,-1.1,1.2,498.,0.60,17
2020,271,9,4.2,-3.8,1.3,0.1,1.1,492.,0.47,17
2020,271,10,4.1,-3.9,0.5,-0.8,1.0,487.,0.44,17
2020,271,11,4.0,-3.6,1.2,0.4,1.0,486.,0.43,17
2020,271,12,4.3,-3.8,0.8,-1.6,1.1,480.,0.48,17
2020,271,13,4.2,-3.5,2.1,-0.4,1.6,501.,0.74,17
2020,271,14,4.4,-3.8,1.5,-1.1,1.5,493.,0.67,17
2020,271,15,4.4,-2.2,2.0,-3.0,2.6,484.,1.07,27
2020,271,16,6.4,-3.6,4.8,0.2,4.4,500.,1.95,27
2020,271,17,6.8,-3.4,4.3,0.0,6.5,512.,3.07,27
2020,271,18,7.5,-3.1,5.4,0.3,8.5,534.,4.47,47
2020,271,19,7.9,-0.6,1.7,-4.8,7.3,572.,4.53,47
2020,271,20,8.1,1.8,-0.4,-5.6,6.6,601.,4.63,47
2020,271,21,6.8,0.0,4.1,-0.6,6.6,624.,5.03,53
2020,271,22,6.3,-0.3,3.0,-0.6,6.1,635.,4.76,53
2020,271,23,5.1,-1.5,0.9,-1.0,5.5,635.,4.34,53
2020,272,0,5.8,-2.9,3.3,-0.6,4.5,645.,3.71,47
2020,272,1,5.6,-3.6,1.3,-1.6,4.0,641.,3.33,47
2020,272,2,5.7,-2.3,1.8,-1.4,3.9,646.,3.22,47
2020,272,3,5.7,-1.9,4.3,-2.1,3.8,646.,3.10,47
2020,272,4,5.4,-2.5,3.3,-1.3,3.4,640.,2.76,47
2020,272,5,4.9,-1.4,3.5,-0.6,2.9,650.,2.49,47
2020,272,6,5.1,-0.4,4.8,-0.9,2.8,657.,2.41,40
2020,272,7,5.1,-1.9,3.8,0.5,2.6,645.,2.16,40
2020,272,8,4.7,-3.8,0.8,1.2,2.5,630.,2.05,40
2020,272,9,4.0,-2.2,1.5,-1.6,2.8,631.,2.24,33
2020,272,10,4.0,-3.0,1.7,0.2,3.0,617.,2.34,33
2020,272,11,4.8,-3.3,3.1,0.2,3.0,607.,2.16,33
2020,272,12,5.4,-3.0,3.1,-1.0,2.8,611.,2.07,37
2020,272,13,5.6,-2.8,3.2,1.2,3.0,612.,2.27,37
2020,272,14,5.5,-0.7,4.9,-0.1,2.9,621.,2.23,37
2020,272,15,5.7,-0.9,4.1,-2.0,2.8,617.,2.15,40
2020,272,16,5.9,-3.5,3.2,-0.8,3.1,600.,2.24,40
2020,272,17,6.1,-1.4,5.5,-1.2,3.4,624.,2.57,40
2020,272,18,6.1,-4.2,3.4,-0.2,3.2,597.,2.26,47
2020,272,19,6.4,-2.6,3.7,-0.3,3.5,611.,2.57,47
2020,272,20,6.7,-3.4,5.1,-0.9,3.6,601.,2.56,47
2020,272,21,6.3,-2.6,3.4,-2.1,4.1,607.,3.02,50
2020,272,22,6.5,-5.2,-1.3,2.5,4.0,597.,2.94,50
2020,272,23,6.5,-4.1,2.8,-0.6,3.8,611.,2.92,50
2020,273,0,6.7,-2.3,3.9,-0.8,3.9,625.,3.02,40
2020,273,1,5.9,-2.4,3.1,-0.6,3.6,637.,2.99,40
2020,273,2,4.6,-1.5,2.3,0.2,3.1,655.,2.72,40
2020,273,3,5.1,-2.4,-2.3,2.5,3.3,659.,2.83,33
2020,273,4,5.1,-3.3,-0.9,3.1,3.1,643.,2.55,33
2020,273,5,5.0,-3.6,2.1,1.2,2.6,639.,2.11,33
2020,273,6,4.7,-3.8,2.5,0.5,2.6,656.,2.07,33
2020,273,7,5.0,-4.3,2.0,1.0,2.4,649.,1.87,33
2020,273,8,4.0,-3.8,0.2,-0.2,2.2,668.,1.91,33
2020,273,9,3.9,-3.3,1.0,0.3,2.0,669.,1.75,27
2020,273,10,3.8,-3.4,0.3,-0.3,1.8,657.,1.55,27
2020,273,11,3.9,-1.2,2.4,-0.6,1.8,665.,1.58,27
2020,273,12,4.2,-3.6,1.6,0.3,1.6,634.,1.25,27
2020,273,13,4.3,-0.9,2.5,-0.2,1.9,662.,1.61,27
2020,273,14,4.0,-1.3,2.8,0.1,2.0,656.,1.70,27
2020,273,15,3.9,-2.6,2.5,0.4,1.8,639.,1.43,30
2020,273,16,4.1,-3.2,1.4,0.7,1.7,634.,1.31,30
2020,273,17,4.1,-3.7,1.1,0.5,1.5,617.,1.08,30
2020,273,18,4.1,-3.8,0.9,-0.4,1.3,603.,0.88,27
2020,273,19,4.1,-3.7,1.4,0.0,1.4,595.,0.91,27
2020,273,20,4.1,-3.5,1.4,0.4,1.5,590.,0.96,27
2020,273,21,4.2,-2.7,1.9,1.6,1.9,602.,1.27,33
2020,273,22,4.2,-3.3,1.6,-0.9,1.7,589.,1.10,33
2020,273,23,4.5,-2.2,3.1,-1.6,2.1,609.,1.45,33
2020,274,0,4.3,-2.3,0.6,-0.5,2.6,619.,1.93,40
2020,274,1,4.3,-2.8,2.1,0.7,2.6,607.,1.84,40
2020,274,2,4.4,-1.6,3.5,0.0,2.7,621.,2.00,40
2020,274,3,4.3,-2.1,0.6,-0.4,2.8,622.,2.10,37
2020,274,4,4.3,-0.6,0.8,0.9,2.9,639.,2.25,37
2020,274,5,4.4,-1.4,1.6,1.8,2.6,631.,1.96,37
2020,274,6,4.4,-2.6,2.2,0.7,2.5,616.,1.82,30
2020,274,7,3.7,-1.5,1.8,-0.9,2.4,623.,1.78,30
2020,274,8,3.6,-1.3,2.2,-1.2,2.4,627.,1.82,30
2020,274,9,4.1,-2.1,2.1,0.5,2.6,623.,1.92,27
2020,274,10,3.9,-1.9,1.3,1.6,2.4,626.,1.82,27
2020,274,11,2.8,-2.1,0.3,0.5,2.2,637.,1.75,27
2020,274,12,3.5,-1.5,1.8,0.0,2.2,638.,1.77,20
2020,274,13,3.6,-1.0,2.0,1.9,2.0,646.,1.64,20
2020,274,14,3.4,-0.4,2.4,1.7,2.0,650.,1.67,20
2020,274,15,3.3,-0.8,2.2,0.3,1.8,648.,1.49,17
2020,274,16,2.8,-0.1,1.8,0.3,1.8,659.,1.54,17
2020,274,17,3.0,-1.5,1.2,0.1,1.9,644.,1.54,17
2020,274,18,3.2,-2.5,-0.6,0.9,1.9,632.,1.46,33
2020,274,19,3.4,-2.9,-1.1,-0.2,1.9,629.,1.42,33
2020,274,20,3.5,-2.7,-1.7,-0.6,2.0,629.,1.50,33
2020,274,21,3.5,-3.3,-0.7,0.4,1.8,613.,1.30,33
2020,274,22,3.7,-3.1,1.3,0.5,1.8,608.,1.29,33
2020,274,23,3.9,-3.2,1.7,0.2,2.0,603.,1.41,33
2020,275,0,3.9,-2.8,2.0,0.9,2.0,597.,1.36,23
2020,275,1,3.8,-3.3,1.0,1.1,1.9,585.,1.23,23
2020,275,2,3.9,-3.1,0.7,2.1,1.9,580.,1.20,23
2020,275,3,3.9,-3.5,0.3,0.8,1.7,565.,1.01,13
2020,275,4,3.8,-3.6,0.9,0.5,1.5,555.,0.85,13
2020,275,5,3.8,-3.6,0.9,0.4,1.5,549.,0.87,13
2020,275,6,4.0,-3.8,0.8,0.6,1.4,537.,0.79,20
2020,275,7,3.9,-2.7,1.5,0.8,1.6,542.,0.92,20
2020,275,8,4.2,-3.0,1.5,0.8,1.9,538.,1.11,20
2020,275,9,4.1,-1.4,2.6,-0.4,2.2,550.,1.32,30
2020,275,10,4.2,-0.1,3.6,-1.5,2.3,564.,1.43,30
2020,275,11,4.1,-1.5,2.1,0.2,2.6,550.,1.57,30
2020,275,12,4.0,-1.2,3.0,0.1,2.6,548.,1.56,27
2020,275,13,3.7,-2.0,2.0,-0.3,2.5,536.,1.44,27
2020,275,14,3.5,-2.2,1.2,-0.3,2.7,538.,1.57,27
2020,275,15,3.6,-2.6,0.3,-1.1,2.6,531.,1.47,33
2020,275,16,3.6,-1.8,2.6,-1.0,2.5,531.,1.38,33
2020,275,17,3.6,-1.6,2.7,-0.5,2.5,528.,1.35,33
2020,275,18,3.7,-1.1,2.8,-0.3,2.3,532.,1.26,23
2020,275,19,3.3,-0.8,1.8,-0.1,2.3,533.,1.27,23
2020,275,20,3.4,-1.0,2.4,-0.5,2.2,528.,1.19,23
2020,275,21,3.4,-1.2,2.1,0.3,2.1,521.,1.11,17
2020,275,22,3.5,0.4,2.8,-1.3,2.1,536.,1.16,17
2020,275,23,3.6,-1.6,2.5,-0.7,2.0,513.,1.02,17
2020,276,0,3.5,-2.5,0.6,-1.3,1.9,500.,0.93,20
2020,276,1,3.3,-2.4,0.2,-1.8,1.9,503.,0.92,20
2020,276,2,2.9,-1.1,1.0,0.9,2.0,520.,1.07,20
2020,276,3,3.0,-1.6,1.9,-0.2,2.0,511.,1.02,20
2020,276,4,2.9,-1.3,0.5,0.9,1.9,515.,0.97,20
2020,276,5,3.3,-2.4,1.9,0.6,1.7,492.,0.78,20
2020,276,6,3.4,-2.0,2.3,0.8,2.0,500.,0.96,13
2020,276,7,3.4,-1.5,2.0,0.7,2.1,507.,1.06,13
2020,276,8,3.1,-0.7,1.6,0.3,2.3,514.,1.20,13
2020,276,9,3.4,-0.1,2.5,-1.2,2.2,519.,1.16,27
2020,276,10,3.5,0.7,2.5,-0.5,2.2,527.,1.21,27
2020,276,11,3.4,0.1,1.6,-0.8,2.1,521.,1.13,27
2020,276,12,3.0,-1.3,1.1,0.1,2.3,501.,1.17,23
2020,276,13,2.6,-0.6,0.3,1.4,2.5,507.,1.28,23
2020,276,14,3.6,-1.0,3.0,-0.1,2.6,502.,1.30,23
2020,276,15,3.5,-0.2,2.8,-1.4,2.4,503.,1.20,17
2020,276,16,3.4,-1.7,1.3,-1.8,2.5,494.,1.21,17
2020,276,17,3.5,-2.1,0.9,-2.4,2.4,484.,1.10,17
2020,276,18,3.1,-1.6,1.7,-1.4,2.3,481.,1.05,23
2020,276,19,3.4,-1.7,1.7,-1.0,2.4,478.,1.08,23
2020,276,20,3.4,-0.9,2.5,-0.1,2.4,482.,1.08,23
2020,276,21,3.5,-2.5,0.9,-1.5,2.3,466.,0.96,13
2020,276,22,3.7,-2.4,0.4,-2.6,2.5,467.,1.02,13
2020,276,23,4.0,-2.3,2.1,-0.8,2.3,463.,0.94,13
2020,277,0,3.9,-1.2,3.3,-0.4,2.4,469.,1.00,17
2020,277,1,3.3,-0.3,2.2,0.4,2.2,473.,0.95,17
2020,277,2,3.4,-1.1,3.0,0.5,2.2,456.,0.89,17
2020,277,3,3.5,-0.7,1.5,0.4,1.9,462.,0.76,13
2020,277,4,3.5,1.5,2.6,0.9,1.8,472.,0.75,13
2020,277,5,3.6,-0.7,3.3,0.2,1.9,445.,0.71,13
2020,277,6,3.8,-0.9,2.4,1.7,2.1,443.,0.78,13
2020,277,7,3.6,-0.8,3.0,1.3,1.9,444.,0.70,13
2020,277,8,3.8,-0.6,3.3,-0.1,2.1,443.,0.76,13
2020,277,9,3.7,-1.1,3.0,1.1,2.0,437.,0.70,17
2020,277,10,3.7,-0.9,3.3,0.3,2.1,437.,0.73,17
2020,277,11,3.7,-1.9,2.2,1.8,2.1,423.,0.69,17
2020,277,12,3.9,-1.5,3.0,1.5,1.9,421.,0.62,7
2020,277,13,3.9,-1.1,2.2,2.0,2.1,421.,0.68,7
2020,277,14,3.8,-2.3,1.2,2.4,2.1,407.,0.64,7
2020,277,15,4.1,-1.9,3.4,-0.1,2.1,409.,0.64,7
2020,277,16,4.0,-1.0,3.4,1.2,2.2,417.,0.70,7
2020,277,17,3.9,-0.5,3.6,0.6,2.4,419.,0.78,7
2020,277,18,3.7,-2.1,1.2,1.6,2.5,400.,0.76,10
2020,277,19,3.6,-2.4,2.2,0.5,2.6,395.,0.77,10
2020,277,20,3.8,-2.4,2.4,-1.3,2.3,394.,0.68,10
2020,277,21,3.5,-1.5,2.6,-0.4,2.5,402.,0.76,10
2020,277,22,3.4,-2.3,1.9,-0.6,2.3,389.,0.66,10
2020,277,23,3.4,-3.2,0.0,-0.3,2.0,374.,0.53,10
2020,278,0,3.6,-2.7,2.0,0.3,2.2,382.,0.60,7
2020,278,1,3.5,-1.8,2.7,0.2,2.3,387.,0.65,7
2020,278,2,3.5,-1.7,2.7,-0.5,2.2,384.,0.61,7
2020,278,3,3.4,-2.8,1.4,-1.2,1.8,370.,0.47,17
2020,278,4,3.4,-2.8,1.7,-0.5,1.8,371.,0.48,17
2020,278,5,3.1,-2.2,1.9,-0.2,2.2,375.,0.59,17
2020,278,6,2.8,-2.4,0.9,0.5,2.7,371.,0.71,3
2020,278,7,2.9,-2.1,1.3,0.9,3.0,371.,0.78,3
2020,278,8,2.8,-2.1,-0.2,0.9,2.9,366.,0.73,3
2020,278,9,2.7,-1.0,0.5,0.0,2.9,373.,0.76,7
2020,278,10,2.8,0.0,2.3,-1.4,2.7,381.,0.74,7
2020,278,11,3.1,0.7,2.4,-1.4,2.7,382.,0.74,7
2020,278,12,2.6,-0.9,1.8,0.2,2.9,371.,0.76,17
2020,278,13,2.9,-1.9,1.0,0.1,3.1,363.,0.79,17
2020,278,14,2.8,-0.1,2.3,0.2,3.1,370.,0.82,17
2020,278,15,2.8,1.4,1.4,-0.7,3.0,378.,0.82,3
2020,278,16,2.6,-0.6,2.0,0.0,3.2,361.,0.81,3
2020,278,17,2.8,0.1,2.1,-1.7,3.1,362.,0.79,3
2020,278,18,2.5,-1.2,1.8,-0.3,3.2,352.,0.78,3
2020,278,19,2.8,-0.6,2.5,-0.7,3.1,354.,0.76,3
2020,278,20,2.8,-1.0,2.1,-1.2,3.1,347.,0.73,3
2020,278,21,2.8,-1.2,2.0,-1.2,2.9,343.,0.66,10
2020,278,22,2.5,-1.0,1.8,-1.2,2.7,341.,0.61,10
2020,278,23,2.5,-1.5,1.1,-1.4,2.8,339.,0.63,10
2020,279,0,2.2,-1.3,1.3,0.8,3.1,340.,0.68,3
2020,279,1,2.3,-1.4,0.3,1.3,3.5,338.,0.75,3
2020,279,2,2.7,-2.4,0.8,0.8,3.7,331.,0.77,3
2020,279,3,2.6,-2.4,0.3,0.1,3.4,329.,0.71,3
2020,279,4,2.7,-0.2,2.1,-0.3,3.7,338.,0.79,3
2020,279,5,2.8,0.7,2.2,-0.4,3.8,339.,0.81,3
2020,279,6,2.7,-1.4,2.1,0.7,3.5,326.,0.69,10
2020,279,7,2.8,-1.5,1.9,-0.5,3.8,326.,0.77,10
2020,279,8,3.9,-2.1,1.6,0.7,7.7,344.,1.77,10
2020,279,9,3.9,-1.6,2.7,0.6,7.9,348.,1.89,10
2020,279,10,4.3,-0.8,2.6,2.4,8.2,355.,2.02,10
2020,279,11,4.4,-0.9,2.7,-1.9,9.6,356.,2.36,10
2020,279,12,4.9,-3.8,-1.7,-1.0,10.8,347.,2.55,23
2020,279,13,5.3,-1.5,2.8,-1.8,9.3,356.,2.27,23
2020,279,14,5.8,-1.2,3.8,-3.9,8.3,358.,1.98,23
2020,279,15,5.5,0.3,4.6,-2.9,13.2,365.,3.05,33
2020,279,16,5.7,1.1,4.3,-2.5,16.1,366.,3.70,33
2020,279,17,5.5,-0.8,-0.6,-3.2,14.5,364.,3.23,33
2020,279,18,7.9,-2.1,-0.1,-7.5,8.6,362.,1.90,43
2020,279,19,9.0,-1.5,3.2,-8.0,7.7,364.,1.72,43
2020,279,20,9.2,-0.4,6.5,-6.1,6.4,364.,1.54,43
2020,279,21,9.2,-1.2,8.7,-2.6,5.5,363.,1.34,27
2020,279,22,9.4,-1.2,9.2,0.7,5.5,362.,1.32,27
2020,279,23,9.9,-2.3,9.4,1.7,6.3,359.,1.46,27
2020,280,0,10.1,-2.4,9.5,2.0,7.3,361.,1.70,23
2020,280,1,10.3,-0.3,10.1,2.1,7.6,362.,1.83,23
2020,280,2,10.4,-1.5,9.8,2.9,8.1,354.,1.92,23
2020,280,3,10.6,-1.4,10.3,2.0,8.0,350.,1.83,37
2020,280,4,10.5,-0.6,10.2,1.8,9.1,348.,2.08,37
2020,280,5,10.2,-0.9,9.2,3.8,10.2,342.,2.32,37
2020,280,6,10.0,-2.2,8.9,3.9,11.1,338.,2.49,10
2020,280,7,10.2,-2.0,8.8,4.6,10.7,333.,2.30,10
2020,280,8,10.3,-3.5,6.7,6.8,12.4,332.,2.44,10
2020,280,9,10.3,-4.6,2.9,8.4,13.2,332.,2.74,7
2020,280,10,10.3,-5.0,3.8,8.1,12.5,330.,2.61,7
2020,280,11,9.8,-5.6,-0.2,7.7,15.1,331.,3.02,7
2020,280,12,9.0,-5.1,2.0,6.7,14.4,330.,2.74,10
2020,280,13,7.7,-5.0,-4.1,3.3,18.3,328.,3.46,10
2020,280,14,6.8,-4.8,-3.1,3.4,12.8,335.,2.54,10
2020,280,15,6.3,-4.8,-1.0,3.5,10.8,343.,2.29,3
2020,280,16,6.0,-4.0,-4.1,0.8,13.2,338.,2.66,3
2020,280,17,5.1,-3.5,-3.6,-0.6,20.4,336.,3.97,3
2020,280,18,5.1,-3.9,-3.2,0.4,22.3,336.,4.31,3
2020,280,19,5.7,-4.3,-3.6,0.5,24.8,334.,4.71,3
2020,280,20,5.5,-5.0,-1.7,0.9,29.3,333.,5.53,3
2020,280,21,6.3,-4.9,-3.3,2.2,24.4,331.,4.57,7
2020,280,22,6.4,-5.1,-2.2,2.7,26.1,331.,4.85,7
2020,280,23,6.6,-5.4,-1.0,3.6,23.8,329.,4.37,7
2020,281,0,6.0,-4.7,-0.7,3.6,24.6,328.,4.54,3
2020,281,1,6.3,-4.4,0.6,4.1,19.6,326.,3.58,3
2020,281,2,5.9,-3.6,2.6,3.8,21.7,325.,3.95,3
2020,281,3,5.1,-2.9,2.0,2.6,21.2,324.,3.84,7
2020,281,4,5.4,-0.2,-4.5,0.3,17.8,322.,3.14,7
2020,281,5,5.3,-1.6,-4.2,1.8,17.9,325.,3.23,7
2020,281,6,6.6,-0.5,-5.9,1.8,14.8,326.,2.69,3
2020,281,7,7.3,0.9,-6.6,1.6,14.9,327.,2.72,3
2020,281,8,7.1,-1.6,-5.0,2.1,18.2,335.,3.47,3
2020,281,9,6.0,-4.6,-0.1,2.7,26.8,338.,5.17,10
2020,281,10,6.8,-3.2,-4.8,2.9,23.9,339.,4.66,10
2020,281,11,8.1,-0.8,-7.5,2.3,17.1,340.,3.37,10
2020,281,12,8.1,-5.3,-1.9,3.3,22.4,361.,4.91,23
2020,281,13,8.4,0.5,-5.5,2.5,27.0,345.,5.41,23
2020,281,14,9.5,1.0,-6.8,-5.6,14.2,347.,3.29,23
2020,281,15,7.9,0.4,-6.4,-2.9,11.1,351.,2.91,13
2020,281,16,6.5,0.1,-4.9,2.7,11.5,356.,3.19,13
2020,281,17,7.2,1.1,-6.0,1.2,8.7,364.,2.43,13
2020,281,18,6.1,1.1,-3.2,3.9,7.4,377.,2.12,7
2020,281,19,4.3,1.2,-2.4,1.5,7.3,380.,2.12,7
2020,281,20,5.7,0.5,-4.3,-3.4,6.4,382.,1.81,7
2020,281,21,4.4,1.5,-3.7,-0.7,6.3,386.,1.84,10
2020,281,22,4.4,1.1,-3.2,1.8,5.0,391.,1.47,10
2020,281,23,4.5,-0.8,-2.7,2.0,4.5,394.,1.36,10
2020,282,0,4.1,-1.5,-3.1,-1.0,5.0,396.,1.52,7
2020,282,1,3.7,-1.9,-2.8,0.9,4.4,392.,1.35,7
2020,282,2,3.3,-0.1,-1.9,0.6,4.8,396.,1.46,7
2020,282,3,4.3,-3.8,-1.1,-0.6,4.0,388.,1.13,3
2020,282,4,3.5,-1.9,-0.5,0.4,4.2,390.,1.22,3
2020,282,5,2.8,1.2,-1.3,-0.3,4.3,395.,1.30,3
2020,282,6,3.0,-1.0,-2.6,0.1,4.4,387.,1.25,7
2020,282,7,2.8,-0.5,-2.1,-0.8,4.6,382.,1.28,7
2020,282,8,3.0,-1.4,-1.7,-0.1,4.1,375.,1.11,7
2020,282,9,3.4,0.1,-1.9,0.2,4.2,371.,1.10,3
2020,282,10,3.5,0.3,-2.1,1.1,4.5,357.,1.08,3
2020,282,11,4.4,-3.2,1.8,1.9,3.4,357.,0.83,3
2020,282,12,3.1,1.0,1.9,1.5,3.9,354.,0.90,0
2020,282,13,3.0,2.4,1.4,0.7,3.7,355.,0.85,0
2020,282,14,2.6,2.4,0.0,0.0,3.7,367.,0.89,0
2020,282,15,1.8,1.4,-0.7,-0.2,4.2,365.,0.99,3
2020,282,16,2.0,0.3,0.8,-1.0,4.5,348.,0.95,3
2020,282,17,2.0,-0.4,-1.0,-1.0,4.4,342.,0.89,3
2020,282,18,2.5,0.1,-2.1,-1.2,4.9,337.,0.95,3
2020,282,19,2.8,0.0,-2.4,-1.4,4.6,341.,0.91,3
2020,282,20,2.8,-0.1,-2.6,-0.7,5.0,344.,1.00,3
2020,282,21,3.4,1.1,-3.1,-0.6,5.1,325.,0.91,7
2020,282,22,2.9,1.6,-1.7,-1.5,6.1,314.,1.02,7
2020,282,23,3.3,1.1,-2.5,-1.8,5.7,309.,0.92,7
2020,283,0,3.5,-0.4,-2.4,-1.4,5.1,312.,0.85,3
2020,283,1,2.8,2.1,0.0,-0.8,3.1,325.,0.60,3
2020,283,2,2.4,-1.6,1.1,1.2,4.2,332.,0.83,3
2020,283,3,1.8,-1.0,0.7,0.8,4.3,327.,0.81,0
2020,283,4,1.4,0.7,-0.5,-0.2,5.4,324.,0.98,0
2020,283,5,1.9,1.1,-0.2,-0.6,6.2,325.,1.13,0
2020,283,6,2.9,2.5,-0.9,-0.3,5.7,310.,0.95,3
2020,283,7,3.1,2.6,-0.9,-1.0,5.6,304.,0.89,3
2020,283,8,2.5,-1.8,-0.8,0.8,6.3,323.,1.12,3
2020,283,9,2.5,-2.4,-0.3,0.7,6.4,325.,1.15,0
2020,283,10,2.2,-1.6,-1.2,0.4,6.6,319.,1.15,0
2020,283,11,2.3,-0.9,-1.6,0.6,6.6,318.,1.15,0
2020,283,12,2.6,-0.4,-1.8,1.5,6.7,311.,1.10,0
2020,283,13,2.7,-1.6,-1.5,1.5,6.6,310.,1.08,0
2020,283,14,2.6,-1.2,-2.0,0.8,6.9,310.,1.13,0
2020,283,15,2.7,-0.7,-2.3,1.0,6.9,310.,1.13,0
2020,283,16,3.4,-1.0,-2.6,1.8,6.6,309.,1.07,0
2020,283,17,3.2,-1.8,-1.9,1.8,6.2,309.,1.01,0
2020,283,18,2.8,-0.5,-2.1,1.4,6.1,304.,0.96,0
2020,283,19,3.7,1.0,-2.8,1.3,4.4,297.,0.67,0
2020,283,20,2.6,-1.1,-1.2,1.0,6.6,304.,1.05,0
2020,283,21,2.9,0.6,-2.2,1.5,6.7,300.,1.04,0
2020,283,22,3.3,0.5,-1.1,2.2,6.8,299.,1.05,0
2020,283,23,3.2,0.5,-2.8,-1.0,6.2,300.,0.97,0
2020,284,0,2.8,1.1,-1.7,1.0,6.7,301.,1.05,0
2020,284,1,3.3,1.5,-2.9,0.7,6.3,298.,0.97,0
2020,284,2,3.0,1.6,-2.1,1.3,6.6,298.,1.01,0
2020,284,3,2.8,2.1,-1.5,0.9,6.8,297.,1.05,0
2020,284,4,3.0,2.1,-1.3,1.0,7.5,293.,1.11,0
2020,284,5,3.6,2.5,-2.6,-0.3,7.5,294.,1.13,0
2020,284,6,3.6,2.5,-2.1,-1.4,8.1,294.,1.23,0
2020,284,7,3.8,2.7,-1.5,-2.1,8.1,290.,1.19,0
2020,284,8,3.9,2.4,-0.9,-2.8,7.7,291.,1.14,0
2020,284,9,4.2,2.6,-0.7,-3.0,6.7,291.,1.00,7
2020,284,10,4.0,1.3,-3.3,-0.8,7.5,295.,1.12,7
2020,284,11,4.1,-0.4,-3.6,1.7,7.2,299.,1.11,7
2020,284,12,4.2,-0.3,-3.4,1.5,7.5,299.,1.15,0
2020,284,13,3.7,-0.3,-1.7,1.9,7.9,299.,1.21,0
2020,284,14,4.3,-0.5,-3.3,2.5,7.3,299.,1.12,0
2020,284,15,3.4,1.1,-2.8,-0.7,8.4,295.,1.26,7
2020,284,16,3.4,2.1,-0.9,-2.3,8.5,294.,1.28,7
2020,284,17,2.8,0.9,-1.3,-0.5,9.7,301.,1.53,7
2020,284,18,2.5,0.7,-2.2,0.4,10.4,303.,1.65,0
2020,284,19,2.8,0.0,-2.6,0.2,9.6,302.,1.53,0
2020,284,20,3.6,-0.1,-3.5,0.4,8.7,300.,1.38,0
2020,284,21,3.7,-0.1,-3.4,1.4,8.2,297.,1.28,0
2020,284,22,3.5,-0.1,-3.0,1.8,8.4,296.,1.30,0
2020,284,23,3.3,0.8,-1.9,2.4,9.4,294.,1.44,0
2020,285,0,3.0,1.4,0.4,1.7,10.4,292.,1.55,0
2020,285,1,3.4,-2.0,-2.4,-0.9,11.7,303.,1.82,0
2020,285,2,3.8,-2.3,-2.7,-1.3,12.2,302.,1.87,0
2020,285,3,4.1,-3.0,-2.7,0.3,11.7,302.,1.80,0
2020,285,4,4.5,-2.5,-3.4,1.1,10.7,298.,1.61,0
2020,285,5,4.2,-2.7,-3.0,0.8,12.0,297.,1.79,0
2020,285,6,4.4,-3.1,-2.9,0.7,12.6,295.,1.85,3
2020,285,7,4.7,-3.1,-2.1,2.5,13.7,299.,2.09,3
2020,285,8,4.6,-2.2,-1.7,2.2,19.0,301.,2.93,3
2020,285,9,4.2,-0.8,-2.7,1.2,18.4,299.,2.81,3
2020,285,10,4.2,-3.1,-1.8,1.2,18.4,301.,2.88,3
2020,285,11,3.9,-0.1,-2.6,-1.3,16.9,294.,2.52,3
2020,285,12,2.9,-0.9,-2.4,0.5,17.4,291.,2.51,3
2020,285,13,1.6,0.2,-1.3,0.1,17.6,287.,2.47,3
2020,285,14,0.8,-0.5,-0.4,0.0,16.7,283.,2.26,3
2020,285,15,1.2,-0.5,-0.6,0.0,15.0,285.,2.06,7
2020,285,16,2.6,-0.1,-2.5,-0.5,12.8,289.,1.81,7
2020,285,17,2.1,-0.5,-1.8,-0.5,13.2,291.,1.90,7
2020,285,18,2.4,-0.7,0.7,-0.6,13.3,292.,1.95,3
2020,285,19,3.2,0.1,3.0,-0.8,13.5,295.,2.04,3
2020,285,20,3.1,0.1,2.8,-0.5,13.1,295.,1.97,3
2020,285,21,2.3,0.1,-1.9,0.3,14.6,286.,2.03,13
2020,285,22,3.5,-0.9,-2.9,0.9,12.6,291.,1.81,13
2020,285,23,4.0,-0.9,-1.4,0.3,11.1,290.,1.58,13
2020,286,0,5.4,3.6,-1.8,-3.2,6.6,295.,1.01,3
2020,286,1,5.4,3.5,-2.8,-3.0,6.0,294.,0.92,3
2020,286,2,4.9,2.4,-3.8,-1.8,6.8,290.,1.02,3
2020,286,3,4.4,1.8,-3.7,-1.5,7.0,284.,0.98,0
2020,286,4,3.6,1.2,-3.2,-0.9,9.8,277.,1.30,0
2020,286,5,4.0,0.8,-3.5,-1.1,10.2,288.,1.46,0
2020,286,6,3.4,-1.5,-2.6,0.9,12.5,298.,1.91,0
2020,286,7,4.3,0.6,-3.9,-1.4,12.0,298.,1.84,0
2020,286,8,4.6,0.6,-4.5,0.0,12.9,296.,1.96,0
2020,286,9,3.9,-0.1,-2.9,1.8,16.3,296.,2.44,3
2020,286,10,3.9,0.0,-0.7,3.1,19.2,298.,2.90,3
2020,286,11,4.2,0.1,1.4,3.8,20.1,299.,3.02,3
2020,286,12,3.9,0.2,-1.7,1.0,22.8,296.,3.38,7
2020,286,13,5.4,0.2,-5.2,0.4,16.8,294.,2.48,7
